timestamp,client_ip,client_port,filename,file_size_bytes,duration_seconds,throughput_bytes_per_second
2025-12-04T17:29:45,127.0.0.1,40664,arquivo.txt,1449,0.000151,9601940.265694
2025-12-04T17:29:45,127.0.0.1,40668,arquivo.txt,1449,0.000115,12561224.054646
2025-12-04T17:29:45,127.0.0.1,40682,arquivo.txt,1449,0.000128,11326949.383056
2025-12-04T17:29:45,127.0.0.1,40696,arquivo.txt,1449,0.000119,12222175.364552
2025-12-04T17:29:45,127.0.0.1,40710,arquivo.txt,1449,0.000126,11535705.761336
2025-12-04T17:29:45,127.0.0.1,40718,arquivo.txt,1449,0.000097,14876796.720883
2025-12-04T17:29:45,127.0.0.1,40734,arquivo.txt,1449,0.000082,17579191.273293
2025-12-04T17:29:45,127.0.0.1,40748,arquivo.txt,1449,0.000106,13701091.168091
2025-12-04T17:29:45,127.0.0.1,40754,arquivo.txt,1449,0.000087,16581793.230024
2025-12-04T17:29:45,127.0.0.1,40766,arquivo.txt,1449,0.000081,17841312.029057
2025-12-04T17:29:45,127.0.0.1,40768,arquivo.txt,1449,0.000079,18264091.963554
2025-12-04T17:29:45,127.0.0.1,40770,arquivo.txt,1449,0.000197,7366360.793799
2025-12-04T17:29:45,127.0.0.1,40786,arquivo.txt,1449,0.000185,7818443.756900
2025-12-04T17:29:45,127.0.0.1,40802,arquivo.txt,1449,0.000177,8172127.910350
2025-12-04T17:29:45,127.0.0.1,40808,arquivo.txt,1449,0.000102,14143208.531805
2025-12-04T17:29:45,127.0.0.1,40824,arquivo.txt,1449,0.000084,17277767.824953
2025-12-04T17:29:45,127.0.0.1,40834,arquivo.txt,1449,0.000082,17775869.489361
2025-12-04T17:29:45,127.0.0.1,40838,arquivo.txt,1449,0.000095,15259217.159490
2025-12-04T17:29:45,127.0.0.1,40846,arquivo.txt,1449,0.000155,9358349.217964
2025-12-04T17:29:45,127.0.0.1,40852,arquivo.txt,1449,0.000144,10032055.497050
2025-12-04T17:29:45,127.0.0.1,40866,arquivo.txt,1449,0.000116,12450699.866484
2025-12-04T17:29:45,127.0.0.1,40876,arquivo.txt,1449,0.000090,16042425.518217
2025-12-04T17:29:45,127.0.0.1,40892,arquivo.txt,1449,0.000079,18372004.581992
2025-12-04T17:29:45,127.0.0.1,40902,arquivo.txt,1449,0.000077,18863503.208093
