timestamp,client_ip,client_port,filename,file_size_bytes,duration_seconds,throughput_bytes_per_second
2025-12-04T17:19:16,127.0.0.1,33930,arquivo.txt,1449,0.000227,6372704.240062
2025-12-04T17:19:16,127.0.0.1,33940,arquivo.txt,1449,0.003857,375712.531428
2025-12-04T17:19:16,127.0.0.1,33944,arquivo.txt,1449,0.000053,27426040.580749
2025-12-04T17:19:16,127.0.0.1,33952,arquivo.txt,1449,0.000043,33692973.119223
2025-12-04T17:19:16,127.0.0.1,33962,arquivo.txt,1449,0.000039,36763586.582863
2025-12-04T17:19:16,127.0.0.1,33964,arquivo.txt,1449,0.000046,31609947.654799
2025-12-04T17:19:16,127.0.0.1,33970,arquivo.txt,1449,0.000044,32599158.648289
2025-12-04T17:19:17,127.0.0.1,33974,arquivo.txt,1449,0.000449,3230279.467748
2025-12-04T17:19:17,127.0.0.1,33976,arquivo.txt,1449,0.003744,386979.643918
2025-12-04T17:19:17,127.0.0.1,33978,arquivo.txt,1449,0.000173,8369046.654661
2025-12-04T17:19:17,127.0.0.1,33994,arquivo.txt,1449,0.000168,8650281.477748
2025-12-04T17:19:17,127.0.0.1,33998,arquivo.txt,1449,0.000131,11043870.622177
2025-12-04T17:19:17,127.0.0.1,34012,arquivo.txt,1449,0.000116,12450592.884458
2025-12-04T17:19:17,127.0.0.1,34014,arquivo.txt,1449,0.000117,12338635.513972
2025-12-04T17:19:17,127.0.0.1,34018,arquivo.txt,1449,0.000112,12880686.975703
2025-12-04T17:19:18,127.0.0.1,34024,arquivo.txt,1449,0.000619,2340766.491705
2025-12-04T17:19:18,127.0.0.1,34034,arquivo.txt,1449,0.000395,3667648.754966
2025-12-04T17:19:18,127.0.0.1,34050,arquivo.txt,1449,0.000245,5904068.061482
2025-12-04T17:19:18,127.0.0.1,34064,arquivo.txt,1449,0.000218,6642157.764955
2025-12-04T17:19:18,127.0.0.1,34080,arquivo.txt,1449,0.000179,8089413.421970
2025-12-04T17:19:18,127.0.0.1,34092,arquivo.txt,1449,0.000209,6945010.281145
2025-12-04T17:19:18,127.0.0.1,34102,arquivo.txt,1449,0.000187,7763983.479329
2025-12-04T17:19:18,127.0.0.1,34104,arquivo.txt,1449,0.000161,9022921.586783
2025-12-04T17:19:19,127.0.0.1,34114,arquivo.txt,1449,0.000704,2058826.455024
2025-12-04T17:19:19,127.0.0.1,34116,arquivo.txt,1449,0.003309,437854.302368
2025-12-04T17:19:19,127.0.0.1,34124,arquivo.txt,1449,0.000371,3909939.178091
2025-12-04T17:19:19,127.0.0.1,34128,arquivo.txt,1449,0.000308,4697255.556729
2025-12-04T17:19:19,127.0.0.1,34136,arquivo.txt,1449,0.000576,2514328.549550
2025-12-04T17:19:19,127.0.0.1,34150,arquivo.txt,1449,0.000361,4011850.046766
2025-12-04T17:19:19,127.0.0.1,34154,arquivo.txt,1449,0.000241,6006615.983159
2025-12-04T17:19:19,127.0.0.1,34166,arquivo.txt,1449,0.000203,7147190.691500
2025-12-04T17:19:20,127.0.0.1,34176,arquivo.txt,1449,0.000785,1846045.653292
2025-12-04T17:19:20,127.0.0.1,34190,arquivo.txt,1449,0.000441,3287376.609983
2025-12-04T17:19:20,127.0.0.1,34198,arquivo.txt,1449,0.000312,4639606.033491
2025-12-04T17:19:20,127.0.0.1,34208,arquivo.txt,1449,0.000260,5562764.415147
2025-12-04T17:19:20,127.0.0.1,34210,arquivo.txt,1449,0.000264,5483505.959487
2025-12-04T17:19:20,127.0.0.1,34226,arquivo.txt,1449,0.000187,7758869.958543
2025-12-04T17:19:20,127.0.0.1,34238,arquivo.txt,1449,0.000178,8146307.457288
2025-12-04T17:19:20,127.0.0.1,34252,arquivo.txt,1449,0.000173,8376255.136612
2025-12-04T17:19:20,127.0.0.1,34262,arquivo.txt,1449,0.000231,6286306.783025
2025-12-04T17:19:20,127.0.0.1,34270,arquivo.txt,1449,0.000205,7072501.684729
2025-12-04T17:19:20,127.0.0.1,34282,arquivo.txt,1449,0.000264,5494734.688042
